label,text,source,category
0,No problem. We will be spending a lot of quality time together...,original_sms_spam,legitimate
0,Idea will soon get converted to live:),original_sms_spam,legitimate
0,Rofl. Its true to its name,original_sms_spam,legitimate
0,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",original_sms_spam,legitimate
1,"Sir, I am connecting you to the Supreme Court judge. You must stay on a video call for the next 3 hours. This is a court-ordered digital custody.",synthetic_scam,digital_arrest
0,jay says he'll put in  &lt;#&gt;,original_sms_spam,legitimate
0,"Haha just kidding, papa needs drugs",original_sms_spam,legitimate
1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,original_sms_spam,sms_spam
0,Where do you need to go to get it?,original_sms_spam,legitimate
0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",original_sms_spam,legitimate
0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",original_sms_spam,legitimate
0,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,original_sms_spam,legitimate
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",original_sms_spam,legitimate
0,Well. You know what i mean. Texting,original_sms_spam,legitimate
0,This is my number by vivek..,original_sms_spam,legitimate
0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,original_sms_spam,legitimate
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,original_sms_spam,sms_spam
0,Yes.he have good crickiting mind,original_sms_spam,legitimate
0,"Sorry, I'll call later",original_sms_spam,legitimate
0,How are you. Just checking up on you,original_sms_spam,legitimate
0,Your vehicle insurance renewal is due. Renew now to stay protected. Call 1800-955-5002 for assistance.,synthetic_ham,legitimate
1,"Your bail amount has been set at Rs 3,00,000 by the duty magistrate. Pay immediately to avoid overnight custody. Cash or UPI both accepted by our recovery officer.",synthetic_scam,digital_arrest
0,Then we gotta do it after that,original_sms_spam,legitimate
0,I'll talk to the others and probably just come early tomorrow then,original_sms_spam,legitimate
0,We're done...,original_sms_spam,legitimate
0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,original_sms_spam,legitimate
0,Do Ì_ noe if ben is going?,original_sms_spam,legitimate
1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,original_sms_spam,sms_spam
1,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",original_sms_spam,sms_spam
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",original_sms_spam,legitimate
1,Main Director Rao bol raha hoon Ministry of Home Affairs se. Aapko digital arrest kiya ja raha hai. Camera band mat karo. Ghar se bahar mat niklo. This is TRAI head office. Your mobile number will be disconnected in 2 hours due to illegal usage. Press 9 to speak to our cyber crime officer immediately.,synthetic_scam,digital_arrest
0,"Just dropped em off, omw back now",original_sms_spam,legitimate
0,Ok... Take ur time n enjoy ur dinner...,original_sms_spam,legitimate
1,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",original_sms_spam,sms_spam
1,"National Investigation Agency has shortlisted your number in a terrorism financing probe. This call is being monitored. Cooperate fully with our officer. You have two options: physical arrest or pay Rs 5,00,000 as compliance deposit to Cyber Crime Branch recovery account. The money is fully refundable. Which do you choose?",synthetic_scam,digital_arrest
1,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",original_sms_spam,sms_spam
0,S..antha num corrct dane,original_sms_spam,legitimate
0,I am taking you for italian food. How about a pretty dress with no panties? :),original_sms_spam,legitimate
0,"\What are youdoing later? Sar xxx\""""",original_sms_spam,legitimate
0,Yeah I don't see why not,original_sms_spam,legitimate
0,En chikku nange bakra msg kalstiya..then had tea/coffee?,original_sms_spam,legitimate
0,No just send to you. Bec you in temple na.,original_sms_spam,legitimate
1,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,original_sms_spam,sms_spam
0,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,original_sms_spam,legitimate
0,Love it! The girls at the office may wonder why you are smiling but sore...,original_sms_spam,legitimate
0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",original_sms_spam,legitimate
0,I am sorry it hurt you.,original_sms_spam,legitimate
0,"Yeah that's what I thought, lemme know if anything's goin on later",original_sms_spam,legitimate
0,"Aight, tomorrow around  &lt;#&gt;  it is",original_sms_spam,legitimate
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,original_sms_spam,legitimate
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,original_sms_spam,sms_spam
0,U reach orchard already? U wan 2 go buy tickets first?,original_sms_spam,legitimate
0,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,original_sms_spam,legitimate
0,Hi..i got the money da:),original_sms_spam,legitimate
1,"Sir, I am connecting you to the Supreme Court judge. You must stay on Google Meet for the next 6 hours. This is a court-ordered digital custody. URGENT: Rs 25,000 suspicious transfer detected from your linked accounts. Ministry of Home Affairs officer will call you in 5 mins. Do NOT ignore this message. Legal action imminent.",synthetic_scam,digital_arrest
0,Thanks love. But am i doing torch or bold.,original_sms_spam,legitimate
0,Thanks  and ! Or bomb and date as my phone wanted to say! ,original_sms_spam,legitimate
0,S s..first time..dhoni rocks...,original_sms_spam,legitimate
0,If u dun drive then how i go 2 sch.,original_sms_spam,legitimate
0,Hey. You got any mail?,original_sms_spam,legitimate
0,dont make ne plans for nxt wknd coz she wants us to come down then ok,original_sms_spam,legitimate
0,Did you get any gift? This year i didnt get anything. So bad,original_sms_spam,legitimate
0,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",original_sms_spam,legitimate
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,original_sms_spam,sms_spam
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,original_sms_spam,legitimate
0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,original_sms_spam,legitimate
0,Gud mrng dear hav a nice day,original_sms_spam,legitimate
0,Ok...,original_sms_spam,legitimate
0,When can Ì_ come out?,original_sms_spam,legitimate
0,2mro i am not coming to gym machan. Goodnight.,original_sms_spam,legitimate
0,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",original_sms_spam,legitimate
0,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",original_sms_spam,legitimate
0,Whatsup there. Dont u want to sleep,original_sms_spam,legitimate
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,original_sms_spam,sms_spam
0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,original_sms_spam,legitimate
0,"Yup. Anything lor, if u dun wan it's ok...",original_sms_spam,legitimate
0,That's a shame! Maybe cld meet for few hrs tomo?,original_sms_spam,legitimate
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,original_sms_spam,sms_spam
1,"Madam, I understand you are scared but this is the procedure. You must keep your camera on and not speak to anyone. This is for your own protection during the verification.",synthetic_scam,digital_arrest
0,Dont kick coco when he's down,original_sms_spam,legitimate
0,Wat r u doing now?,original_sms_spam,legitimate
0,S but mostly not like that.,original_sms_spam,legitimate
0,Gud ni8.swt drms.take care,original_sms_spam,legitimate
0,Meet after lunch la...,original_sms_spam,legitimate
0,Hey you told your name to gautham ah?,original_sms_spam,legitimate
0,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,original_sms_spam,legitimate
0,No:-)i got rumour that you going to buy apartment in chennai:-),original_sms_spam,legitimate
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",original_sms_spam,sms_spam
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,original_sms_spam,sms_spam
1,You are being kept in digital custody as per new cyber law Section 43A. Our DCP from Supreme Court of India is present. The hearing will happen in 2 hours via video call.,synthetic_scam,digital_arrest
0,have got * few things to do. may be in * pub later.,original_sms_spam,legitimate
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",original_sms_spam,sms_spam
0,What time. IÛ÷m out until prob 3 or so,original_sms_spam,legitimate
0,I'm aight. Wat's happening on your side.,original_sms_spam,legitimate
0,He didn't see his shadow. We get an early spring yay,original_sms_spam,legitimate
1,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",original_sms_spam,sms_spam
0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",original_sms_spam,legitimate
0,You tell what happen dont behave like this to me. Ok no need to say,original_sms_spam,legitimate
1,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,original_sms_spam,sms_spam
0,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",original_sms_spam,legitimate
0,"Haha awesome, be there in a minute",original_sms_spam,legitimate
0,Lol for real. She told my dad I have cancer,original_sms_spam,legitimate
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",original_sms_spam,legitimate
0,Mum not going robinson already.,original_sms_spam,legitimate
0,"Transaction alert: Rs 4,00,000 debited from your Bank of Baroda account. Available balance: Rs 3,238. If not done by you call 1800-939-2941.",synthetic_ham,legitimate
0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,original_sms_spam,legitimate
0,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,original_sms_spam,legitimate
1,"Your bail amount has been set at Rs 1,50,000 by the duty magistrate. Pay immediately to avoid overnight custody. Cash or UPI both accepted by our recovery officer.",synthetic_scam,digital_arrest
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",original_sms_spam,sms_spam
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,original_sms_spam,legitimate
0,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,original_sms_spam,legitimate
0,So i could kiss and feel you next to me...,original_sms_spam,legitimate
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",original_sms_spam,legitimate
0,Okie...,original_sms_spam,legitimate
1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,original_sms_spam,sms_spam
0,I'm still looking for a car to buy. And have not gone 4the driving test yet.,original_sms_spam,legitimate
1,"Sir as a goodwill gesture Director Kumar is helping you avoid arrest. Pay Rs 10,00,000 as personal guarantee. Give it to our officer who will come to your home.",synthetic_scam,digital_arrest
0,Life style garments account no please.,original_sms_spam,legitimate
0,Yo dude guess who just got arrested the other day,original_sms_spam,legitimate
0,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,original_sms_spam,legitimate
0,Wen did you get so spiritual and deep. That's great,original_sms_spam,legitimate
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.,original_sms_spam,legitimate
0,No no. I will check all rooms befor activities,original_sms_spam,legitimate
0,"Excellent, I'll see what riley's plans are",original_sms_spam,legitimate
0,And popping &lt;#&gt; ibuprofens was no help.,original_sms_spam,legitimate
0,"When you get free, call me",original_sms_spam,legitimate
0,Does daddy have a bb now.,original_sms_spam,legitimate
0,I dled 3d its very imp,original_sms_spam,legitimate
1,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,original_sms_spam,sms_spam
1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,original_sms_spam,sms_spam
0,Wah... Okie okie... Muz make use of e unlimited... Haha... ,original_sms_spam,legitimate
0,Its too late:)but its k.wish you the same.,original_sms_spam,legitimate
0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",original_sms_spam,legitimate
0,Great comedy..cant stop laughing da:),original_sms_spam,legitimate
0,Thats cool. How was your day?,original_sms_spam,legitimate
0,So u wan 2 come for our dinner tonight a not?,original_sms_spam,legitimate
0,Please leave this topic..sorry for telling that..,original_sms_spam,legitimate
0,He is a womdarfull actor,original_sms_spam,legitimate
0,I am going to sao mu today. Will be done only at 12 ,original_sms_spam,legitimate
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,original_sms_spam,sms_spam
0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",original_sms_spam,legitimate
0,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,original_sms_spam,legitimate
0,Still in customer place,original_sms_spam,legitimate
1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",original_sms_spam,sms_spam
0,"Fuuuuck I need to stop sleepin, sup",original_sms_spam,legitimate
1,We have detected suspicious login attempts from your IP address linked to child trafficking network. RBI Fraud Prevention Cell Cyber Cell is monitoring this call. Cooperate immediately.,synthetic_scam,digital_arrest
0,Your brother is a genius,original_sms_spam,legitimate
0,"Your Canara Bank credit card bill of Rs 10,00,000 is due on 12/4/2024. Pay now to avoid late fee.",synthetic_ham,legitimate
0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,original_sms_spam,legitimate
0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",original_sms_spam,legitimate
0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,original_sms_spam,legitimate
0,"Well, I meant as opposed to my drunken night of before",original_sms_spam,legitimate
0,O we cant see if we can join denis and mina? Or does denis want alone time,original_sms_spam,legitimate
1,"To remove your name from the suspect list, a processing fee of Rs 2,50,000 is required by Cyber Crime Branch financial crime division. Fully legitimate government procedure. Sir, I am connecting you to the Supreme Court judge. You must stay on Telegram for the next 6 hours. This is a court-ordered digital custody.",synthetic_scam,digital_arrest
1,"Aapka Aadhaar card misuse hua hai. Rs 7,50,000 ki illegal transactions hain. Agar aap cooperate nahi karte toh aapke ghar par police aa jayegi aaj raat.",synthetic_scam,digital_arrest
0,Mm so you asked me not to call radio,original_sms_spam,legitimate
0,I know you are serving. I mean what are you doing now.,original_sms_spam,legitimate
0,"Happy Birthday! As a valued customer, we're offering you 20% off on your next purchase. Use code BDAY20.",synthetic_ham,legitimate
1,"URGENT: Your mobile number is linked to 7 illegal transactions worth Rs 7,50,000. This is ED official helpline. Stay on line. This is an automated message from Cyber Crime Branch. Your Aadhaar card has been misused in 4 cybercrime cases. Press 1 to speak to an officer immediately.",synthetic_scam,digital_arrest
0,"Well, i'm glad you didn't find it totally disagreeable ... Lol",original_sms_spam,legitimate
0,"Hm good morning, headache anyone? :-)",original_sms_spam,legitimate
0,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,original_sms_spam,legitimate
0,"Happy Birthday! As a valued customer, we're offering you 20% off on your next purchase. Use code BDAY20.",synthetic_ham,legitimate
0,"Better than bb. If he wont use it, his wife will or them doctor",original_sms_spam,legitimate
0,Its not that time of the month nor mid of the time?,original_sms_spam,legitimate
0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,original_sms_spam,legitimate
0,WHITE FUDGE OREOS ARE IN STORES,original_sms_spam,legitimate
1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,original_sms_spam,sms_spam
0,Da is good good player.why he is unsold.,original_sms_spam,legitimate
0,Wish u many many returns of the day.. Happy birthday vikky..,original_sms_spam,legitimate
1,"Dear customer, your account shows suspicious activity. Customs Department has frozen Rs 7,50,000 pending investigation. Call official helpline to unfreeze. Do not delay. Our senior officer has agreed to close this case if you transfer Rs 1,50,000 immediately to the RBI verification account. Get a screenshot as proof.",synthetic_scam,digital_arrest
0,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,original_sms_spam,legitimate
1,it to 80488. Your 500 free text messages are valid until 31 December 2005.,original_sms_spam,sms_spam
1,"The only way to stop the arrest warrant from being executed tonight is to transfer the compliance amount of Rs 15,00,000 to our designated account before midnight. I am escalating your case to Joint Director level. Once it goes to JD, even I cannot help you. Decide now — cooperate or face 7 years imprisonment under PMLA.",synthetic_scam,digital_arrest
0,I hope your pee burns tonite.,original_sms_spam,legitimate
1,"Sir/Madam, your bank account in HDFC has been used for transferring Rs 5,00,000 to a terror-linked account. TRAI has issued a non-bailable warrant in your name.",synthetic_scam,digital_arrest
0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,original_sms_spam,legitimate
0,Friends that u can stay on fb chat with,original_sms_spam,legitimate
1,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,original_sms_spam,sms_spam
0,Orh i tot u say she now still dun believe.,original_sms_spam,legitimate
0,How was txting and driving,original_sms_spam,legitimate
0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",original_sms_spam,legitimate
0,"Hey, iouri gave me your number, I'm wylie, ryan's friend",original_sms_spam,legitimate
0,Are you this much buzy,original_sms_spam,legitimate
1,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,original_sms_spam,sms_spam
1,Your passport has been flagged at all exit points. You cannot travel internationally. Only Supreme Court of India clearance after compliance payment can remove this flag.,synthetic_scam,digital_arrest
0,Two fundamentals of cool life: \Walk,original_sms_spam,legitimate
0,"And very importantly, all we discuss is between u and i only.",original_sms_spam,legitimate
0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,original_sms_spam,legitimate
0,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",original_sms_spam,legitimate
0,"Alright we're hooked up, where you guys at",original_sms_spam,legitimate
1,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",original_sms_spam,sms_spam
1,Our face recognition system has confirmed your identity. You are officially under Section 91 CrPC digital arrest. We will transfer your case to local police if you disconnect. This is Senior Inspector Patel from Ministry of Home Affairs. Your Aadhaar number has been flagged in a money laundering case. Do NOT disconnect this call or you will be arrested immediately.,synthetic_scam,digital_arrest
0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,original_sms_spam,legitimate
0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,original_sms_spam,legitimate
0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",original_sms_spam,legitimate
0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",original_sms_spam,legitimate
0,I am late. I will be there at,original_sms_spam,legitimate
0,Oh yah... We never cancel leh... Haha ,original_sms_spam,legitimate
0,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,original_sms_spam,legitimate
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,original_sms_spam,sms_spam
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",original_sms_spam,legitimate
0,Ha ha ha good joke. Girls are situation seekers.,original_sms_spam,legitimate
0,Its a great day. Do have yourself a beautiful one.,original_sms_spam,legitimate
0,"Sorry, I'll call later",original_sms_spam,legitimate
0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,original_sms_spam,legitimate
0,I will see in half an hour,original_sms_spam,legitimate
0,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,original_sms_spam,legitimate
0,Remind me how to get there and I shall do so,original_sms_spam,legitimate
1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,original_sms_spam,sms_spam
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",original_sms_spam,legitimate
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",original_sms_spam,legitimate
0,K...k:)why cant you come here and search job:),original_sms_spam,legitimate
1,"URGENT: Rs 15,00,000 suspicious transfer detected from your linked accounts. Income Tax Department officer will call you in 5 mins. Do NOT ignore this message. Legal action imminent. URGENT: Rs 1,50,000 suspicious transfer detected from your linked accounts. RBI Fraud Prevention Cell officer will call you in 5 mins. Do NOT ignore this message. Legal action imminent.",synthetic_scam,digital_arrest
0,Tension ah?what machi?any problem?,original_sms_spam,legitimate
0,Tmrw. Im finishing 9 doors,original_sms_spam,legitimate
0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,original_sms_spam,legitimate
1,Your parcel containing illegal substances has been intercepted at Bangalore airport. This is Narcotics Control Bureau. You must verify your identity immediately or face arrest.,synthetic_scam,digital_arrest
0,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,original_sms_spam,legitimate
0,What happened to our yo date?,original_sms_spam,legitimate
0,"K, wat s tht incident?",original_sms_spam,legitimate
1,National Investigation Agency has shortlisted your number in a terrorism financing probe. This call is being monitored. Cooperate fully with our officer.,synthetic_scam,digital_arrest
0,I'm working technical support :)voice process.networking field.,original_sms_spam,legitimate
0,Gokila is talking with you aha:),original_sms_spam,legitimate
0,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",original_sms_spam,legitimate
0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",original_sms_spam,legitimate
0,S...i will take mokka players only:),original_sms_spam,legitimate
0,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,original_sms_spam,legitimate
0,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",original_sms_spam,legitimate
0,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,original_sms_spam,legitimate
0,What's a feathery bowa? Is that something guys have that I don't know about?,original_sms_spam,legitimate
0,Where did u go? My phone is gonna die you have to stay in here,original_sms_spam,legitimate
0,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",original_sms_spam,legitimate
0,"If i let you do this, i want you in the house by 8am.",original_sms_spam,legitimate
1,We have detected suspicious login attempts from your IP address linked to child trafficking network. Cyber Crime Branch Cyber Cell is monitoring this call. Cooperate immediately.,synthetic_scam,digital_arrest
0,That's y i said it's bad dat all e gals know u... Wat u doing now?,original_sms_spam,legitimate
0,Oh ho. Is this the first time u use these type of words,original_sms_spam,legitimate
1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,original_sms_spam,sms_spam
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,original_sms_spam,legitimate
0,what is your account number?,original_sms_spam,legitimate
0,But really quite funny lor wat... Then u shd haf run shorter distance wat...,original_sms_spam,legitimate
0,I told that am coming on wednesday.,original_sms_spam,legitimate
0,Yup having my lunch buffet now.. U eat already?,original_sms_spam,legitimate
1,"The court has decided that you may pay a surety amount of Rs 3,00,000 to avoid custody. This is completely legal and will be refunded once you are cleared.",synthetic_scam,digital_arrest
0,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",original_sms_spam,legitimate
0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),original_sms_spam,legitimate
0,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,original_sms_spam,legitimate
0,Your IRCTC ticket PNR 8527611302 is confirmed. Train departs at 13:00 from Pune.,synthetic_ham,legitimate
0,See? I thought it all through,original_sms_spam,legitimate
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",original_sms_spam,sms_spam
1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",original_sms_spam,sms_spam
0,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,original_sms_spam,legitimate
0,"Sorry sir, i will call you tomorrow.  senthil.hsbc",original_sms_spam,legitimate
0,"Your PF balance as of 15/7/2024 is Rs 10,00,000. Login to EPFO portal for details.",synthetic_ham,legitimate
0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,original_sms_spam,legitimate
1,"[OFFICIAL NOTICE - ED] Your mobile number ending 2291 has been flagged. Report to cyber crime portal within 2 hours or warrant will be served. Case ID: CC/46048/2024 Sir/Madam, your bank account in SBI has been used for transferring Rs 15,00,000 to a terror-linked account. ED has issued a non-bailable warrant in your name.",synthetic_scam,digital_arrest
0,I've reached already.,original_sms_spam,legitimate
0,Do you work all this week ?,original_sms_spam,legitimate
1,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,original_sms_spam,sms_spam
0,Huh i cant thk of more oredi how many pages do we have?,original_sms_spam,legitimate
